"Bldg No","Building Name","FISCYR","ACCTYR","ACCTMO","KW QTY","KW EST","KWH QTY","KWH EST","STEAM DKT","STEAM LBS","STEAM EST","TIER2 DKT","TIER2 EST","FIRM GAS DKT","FIRM GAS EST","TOTAL GAS  DKT","WATER MCF","WATER EST"
211,"11 FACULTY COURT",2007,2007,1,5.52,NA,1493,NA,0,0,NA,0,NA,36,NA,36,0.34,NA
211,"11 FACULTY COURT",2007,2007,2,5.41,NA,1117,NA,0,0,NA,0,NA,36,NA,36,0.36,NA
211,"11 FACULTY COURT",2007,2007,3,4.99,NA,970,NA,0,0,NA,0,NA,28,NA,28,0.32,NA
211,"11 FACULTY COURT",2007,2007,4,4.99,NA,957,NA,0,0,NA,0,NA,14.9,NA,14.9,0.28,NA
211,"11 FACULTY COURT",2007,2007,5,10.05,NA,1218,NA,0,0,NA,0,NA,13.8,NA,13.8,0.39,NA
211,"11 FACULTY COURT",2008,2007,6,10.45,NA,1634,NA,0,0,NA,0,NA,2.5,NA,2.5,0.69,NA
211,"11 FACULTY COURT",2008,2007,7,11.86,NA,2319,NA,0,0,NA,0,NA,0.4,NA,0.4,0.59,NA
211,"11 FACULTY COURT",2008,2007,8,12.53,NA,2132,NA,0,0,NA,0,NA,0,NA,0,0.37,NA
211,"11 FACULTY COURT",2008,2007,9,9.57,NA,1317,NA,0,0,NA,0,NA,0,NA,0,0.25,NA
211,"11 FACULTY COURT",2008,2007,10,5.06,NA,1471,NA,0,0,NA,0,NA,6.2,NA,6.2,0.24,NA
211,"11 FACULTY COURT",2008,2007,11,5.24,NA,1229,NA,0,0,NA,0,NA,39.5,NA,39.5,0.15,NA
211,"11 FACULTY COURT",2008,2007,12,5.49,NA,1275,NA,0,0,NA,0,NA,38.2,NA,38.2,0.15,NA
211,"11 FACULTY COURT",2008,2008,1,6.79,NA,1957,NA,0,0,NA,0,NA,30.1,NA,30.1,0.25,NA
211,"11 FACULTY COURT",2008,2008,2,7.98,NA,1669,NA,0,0,NA,0,NA,26.2,NA,26.2,0.25,NA
211,"11 FACULTY COURT",2008,2008,3,7.98,NA,1223,NA,0,0,NA,0,NA,23.2,NA,23.2,0.21,NA
211,"11 FACULTY COURT",2008,2008,4,7.98,NA,1288,NA,0,0,NA,0,NA,21,NA,21,0.21,NA
211,"11 FACULTY COURT",2008,2008,5,6.01,NA,1605,NA,0,0,NA,0,NA,2.5,NA,2.5,0.33,NA
211,"11 FACULTY COURT",2009,2008,6,10.62,NA,1634,NA,0,0,NA,0,NA,8.9,NA,8.9,0.53,NA
211,"11 FACULTY COURT",2009,2008,7,12.71,NA,3372,NA,0,0,NA,0,NA,0,NA,0,0.51,NA
211,"11 FACULTY COURT",2009,2008,8,12.71,NA,2068,NA,0,0,NA,0,NA,1.6,NA,1.6,0.35,NA
211,"11 FACULTY COURT",2009,2008,9,9.74,NA,1378,NA,0,0,NA,0,NA,3,NA,3,0.28,NA
211,"11 FACULTY COURT",2009,2008,10,7.06,NA,1689,NA,0,0,NA,0,NA,14.3,NA,14.3,0.28,NA
211,"11 FACULTY COURT",2009,2008,11,6.6,NA,1227,NA,0,0,NA,0,NA,21.9,NA,21.9,0.25,NA
211,"11 FACULTY COURT",2009,2008,12,6.47,NA,1563,NA,0,0,NA,0,NA,40.4,NA,40.4,0.21,NA
211,"11 FACULTY COURT",2009,2009,1,6.5,NA,1355,NA,0,0,NA,0,NA,29.5,NA,29.5,0.21,NA
211,"11 FACULTY COURT",2009,2009,2,7.52,NA,1511,NA,0,0,NA,0,NA,26.4,NA,26.4,0.26,NA
211,"11 FACULTY COURT",2009,2009,3,6.43,NA,1376,NA,0,0,NA,0,NA,26.1,NA,26.1,0.23,NA
211,"11 FACULTY COURT",2009,2009,4,7.55,NA,1655,NA,0,0,NA,0,NA,16.2,NA,16.2,0.38,NA
211,"11 FACULTY COURT",2009,2009,5,9.5,NA,1533,NA,0,0,NA,0,NA,4.8,NA,4.8,0.37,NA
211,"11 FACULTY COURT",2010,2009,6,10.21,NA,1601,NA,0,0,NA,0,NA,2.2,NA,2.2,0.37,NA
211,"11 FACULTY COURT",2010,2009,7,12.35,NA,2726,NA,0,0,NA,0,NA,0,NA,0,0.56,NA
211,"11 FACULTY COURT",2010,2009,8,12.1,NA,2160,NA,0,0,NA,0,NA,0.1,NA,0.1,0.65,NA
211,"11 FACULTY COURT",2010,2009,9,12.17,NA,2031,NA,0,0,NA,0,NA,5.8,NA,5.8,0.49,NA
211,"11 FACULTY COURT",2010,2009,10,7.88,NA,2266,NA,0,0,NA,0,NA,22.5,NA,22.5,0.34,NA
211,"11 FACULTY COURT",2010,2009,11,7.28,NA,2208,NA,0,0,NA,0,NA,36.2,NA,36.2,0.3,NA
211,"11 FACULTY COURT",2010,2009,12,8.38,NA,2950,NA,0,0,NA,0,NA,44.2,NA,44.2,0.3,NA
211,"11 FACULTY COURT",2010,2010,1,11.91,NA,2876,NA,0,0,NA,0,NA,24.5,NA,24.5,0.28,NA
211,"11 FACULTY COURT",2010,2010,2,8.26,NA,2209,NA,0,0,NA,0,NA,14.7,NA,14.7,0.44,NA
211,"11 FACULTY COURT",2010,2010,3,7.33,NA,2400,NA,0,0,NA,0,NA,12.2,NA,12.2,0.34,NA
211,"11 FACULTY COURT",2010,2010,4,8.17,NA,2118,NA,0,0,NA,0,NA,14.1,NA,14.1,0.35,NA
211,"11 FACULTY COURT",2010,2010,5,10.19,NA,2044,NA,0,0,NA,0,NA,1.2,NA,1.2,0.34,NA
211,"11 FACULTY COURT",2011,2010,6,12.37,NA,2695,NA,0,0,NA,0,NA,0.4,NA,0.4,0.47,NA
211,"11 FACULTY COURT",2011,2010,7,10.04,NA,2584,NA,0,0,NA,0,NA,0.1,NA,0.1,0.82,NA
211,"11 FACULTY COURT",2011,2010,8,10.71,NA,2224,NA,0,0,NA,0,NA,0.1,NA,0.1,0.75,NA
211,"11 FACULTY COURT",2011,2010,9,10.71,NA,1372,NA,0,0,NA,0,NA,0.6,NA,0.6,0.1,NA
211,"11 FACULTY COURT",2011,2010,10,10.71,NA,1245,NA,0,0,NA,0,NA,5.7,NA,5.7,0.07,NA
211,"11 FACULTY COURT",2011,2010,11,7.69,NA,1883,NA,0,0,NA,0,NA,27.5,NA,27.5,0.06,NA
211,"11 FACULTY COURT",2011,2010,12,6.46,NA,2167,NA,0,0,NA,0,NA,30,NA,30,0.12,NA
211,"11 FACULTY COURT",2011,2011,1,7.73,NA,1931,NA,0,0,NA,0,NA,28.8,NA,28.8,0.17,NA
211,"11 FACULTY COURT",2011,2011,2,7.65,NA,2251,NA,0,0,NA,0,NA,26.6,NA,26.6,0.18,NA
211,"11 FACULTY COURT",2011,2011,3,6.01,NA,2069,NA,0,0,NA,0,NA,16.1,NA,16.1,0.14,NA
211,"11 FACULTY COURT",2011,2011,4,6.2,NA,1712,NA,0,0,NA,0,NA,12.6,NA,12.6,0.12,NA
211,"11 FACULTY COURT",2011,2011,5,6.77,NA,1729,NA,0,0,NA,0,NA,6.8,NA,6.8,0.15,NA
211,"11 FACULTY COURT",2012,2011,6,9.86,NA,1788,NA,0,0,NA,0,NA,0,NA,0,0.23,NA
211,"11 FACULTY COURT",2012,2011,7,11.23,NA,2516,NA,0,0,NA,0,NA,0,NA,0,0.73,NA
211,"11 FACULTY COURT",2012,2011,8,9.02,NA,2421,NA,0,0,NA,0,NA,0.1,NA,0.1,0.94,NA
211,"11 FACULTY COURT",2012,2011,9,7.06,NA,1569,NA,0,0,NA,0,NA,2.7,NA,2.7,0.09,NA
211,"11 FACULTY COURT",2012,2011,10,6.65,NA,1728,NA,0,0,NA,0,NA,13.1,NA,13.1,0.1,NA
211,"11 FACULTY COURT",2012,2011,11,5.93,NA,1652,NA,0,0,NA,0,NA,27.1,NA,27.1,0.13,NA
211,"11 FACULTY COURT",2012,2011,12,5.99,NA,1757,NA,0,0,NA,0,NA,29.5,NA,29.5,0.15,NA
211,"11 FACULTY COURT",2012,2012,1,5.82,NA,1766,NA,0,0,NA,0,NA,28.7,NA,28.7,0.14,NA
211,"11 FACULTY COURT",2012,2012,2,5.82,NA,1701,NA,0,0,NA,0,NA,29.8,NA,29.8,0.08,NA
211,"11 FACULTY COURT",2012,2012,3,6.3,NA,1702,NA,0,0,NA,0,NA,13.9,NA,13.9,0.26,NA
211,"11 FACULTY COURT",2012,2012,4,5.43,NA,1576,NA,0,0,NA,0,NA,10.4,NA,10.4,0.3,NA
211,"11 FACULTY COURT",2012,2012,5,5.72,NA,1193,NA,0,0,NA,0,NA,6.6,NA,6.6,0.29,NA
211,"11 FACULTY COURT",2013,2012,6,10.44,NA,1517,NA,0,0,NA,0,NA,0,NA,0,0.26,NA
211,"11 FACULTY COURT",2013,2012,7,10.46,NA,2290,NA,0,0,NA,0,NA,0,NA,0,0.65,NA
211,"11 FACULTY COURT",2013,2012,8,10.13,NA,1797,NA,0,0,NA,0,NA,0,NA,0,0.76,NA
211,"11 FACULTY COURT",2013,2012,9,6.7,NA,1108,NA,0,0,NA,0,NA,3.6,NA,3.6,0.21,NA
211,"11 FACULTY COURT",2013,2012,10,5.91,NA,1256,NA,0,0,NA,0,NA,14.4,NA,14.4,0.08,NA
211,"11 FACULTY COURT",2013,2012,11,6.71,NA,1246,NA,0,0,NA,0,NA,23.9,NA,23.9,0.14,NA
211,"11 FACULTY COURT",2013,2012,12,5.36,NA,1377,NA,0,0,NA,0,NA,37.4,NA,37.4,0.14,NA
211,"11 FACULTY COURT",2013,2013,1,5.8,NA,1407,NA,0,0,NA,0,NA,29.2,NA,29.2,0.05,NA
211,"11 FACULTY COURT",2013,2013,2,6.55,NA,1114,NA,0,0,NA,0,NA,25.9,NA,25.9,0.1,NA
211,"11 FACULTY COURT",2013,2013,3,5.28,NA,1106,NA,0,0,NA,0,NA,18.4,NA,18.4,0.09,NA
211,"11 FACULTY COURT",2013,2013,4,8.88,NA,1192,NA,0,0,NA,0,NA,10.6,NA,10.6,0.1,NA
211,"11 FACULTY COURT",2013,2013,5,7.02,NA,1262,NA,0,0,NA,0,NA,0,NA,0,0.19,NA
211,"11 FACULTY COURT",2014,2013,6,12.02,NA,2088,NA,0,0,NA,0,NA,0,NA,0,0.48,NA
211,"11 FACULTY COURT",2014,2013,7,13.16,NA,4295,NA,0,0,NA,0,NA,0,NA,0,0.98,NA
211,"11 FACULTY COURT",2014,2013,8,12.04,NA,2490,NA,0,0,NA,0,NA,0,NA,0,0.74,NA
211,"11 FACULTY COURT",2014,2013,9,8.96,NA,1775,NA,0,0,NA,0,NA,4.2,NA,4.2,0.19,NA
211,"11 FACULTY COURT",2014,2013,10,5.9,NA,1490,NA,0,0,NA,0,NA,11.4,NA,11.4,0.37,NA
211,"11 FACULTY COURT",2014,2013,11,7.1,NA,1569,NA,0,0,NA,0,NA,22.4,NA,22.4,0.35,NA
211,"11 FACULTY COURT",2014,2013,12,6.57,NA,2131,NA,0,0,NA,0,NA,30.3,NA,30.3,0.4,NA
211,"11 FACULTY COURT",2014,2014,1,7.2,NA,1490,NA,0,0,NA,0,NA,32.6,NA,32.6,0.21,NA
211,"11 FACULTY COURT",2014,2014,2,6.4,NA,1635,NA,0,0,NA,0,NA,33.1,NA,33.1,0.19,NA
211,"11 FACULTY COURT",2014,2014,3,7.11,NA,1545,NA,0,0,NA,0,NA,16.3,NA,16.3,0.32,NA
211,"11 FACULTY COURT",2014,2014,4,6.66,NA,1414,NA,0,0,NA,0,NA,16,NA,16,0.23,NA
211,"11 FACULTY COURT",2014,2014,5,5.58,NA,1266,NA,0,0,NA,0,NA,4,NA,4,0.24,NA
211,"11 FACULTY COURT",2015,2014,6,9.72,NA,1671,NA,0,0,NA,0,NA,1.6,NA,1.6,0.26,NA
211,"11 FACULTY COURT",2015,2014,7,12.11,NA,3162,NA,0,0,NA,0,NA,0,NA,0,0.79,NA
211,"11 FACULTY COURT",2015,2014,8,12.15,NA,2302,NA,0,0,NA,0,NA,0,NA,0,1.15,NA
211,"11 FACULTY COURT",2015,2014,9,9.32,NA,1683,NA,0,0,NA,0,NA,1,NA,1,0.47,NA
211,"11 FACULTY COURT",2015,2014,10,6.16,NA,1438,NA,0,0,NA,0,NA,6.7,NA,6.7,0.35,NA
211,"11 FACULTY COURT",2015,2014,11,7.7,NA,1621,NA,0,0,NA,0,NA,32,NA,32,0.34,NA
211,"11 FACULTY COURT",2015,2014,12,5.79,NA,1528,NA,0,0,NA,0,NA,34.3,NA,34.3,0.31,NA
211,"11 FACULTY COURT",2015,2015,1,5.28,NA,1763,NA,0,0,NA,0,NA,23.1,NA,23.1,0.11,NA
211,"11 FACULTY COURT",2015,2015,2,7.92,NA,1445,NA,0,0,NA,0,NA,24,NA,24,0.53,NA
211,"11 FACULTY COURT",2015,2015,3,6.95,NA,1478,NA,0,0,NA,0,NA,16.2,NA,16.2,0.26,NA
211,"11 FACULTY COURT",2015,2015,4,5.9,NA,909,NA,0,0,NA,0,NA,11.1,NA,11.1,0.38,NA
211,"11 FACULTY COURT",2015,2015,5,5.99,NA,972,NA,0,0,NA,0,NA,8.6,NA,8.6,0.63,NA
211,"11 FACULTY COURT",2016,2015,6,12.75,NA,2295,NA,0,0,NA,0,NA,1.5,NA,1.5,0.59,NA
211,"11 FACULTY COURT",2016,2015,7,12.16,NA,2459,NA,0,0,NA,0,NA,0,NA,0,0.88,NA
211,"11 FACULTY COURT",2016,2015,8,15.66,NA,2458,NA,0,0,NA,0,NA,0,NA,0,1.1,NA
211,"11 FACULTY COURT",2016,2015,9,9.36,NA,1231,NA,0,0,NA,0,NA,2.4,NA,2.4,0.66,NA
211,"11 FACULTY COURT",2016,2015,10,6.92,NA,1138,NA,0,0,NA,0,NA,23.7,NA,23.7,0.32,NA
211,"11 FACULTY COURT",2016,2015,11,6.92,NA,1513,NA,0,0,NA,0,NA,42.9,NA,42.9,0.38,NA
211,"11 FACULTY COURT",2016,2015,12,5.45,NA,1457,NA,0,0,NA,0,NA,55.7,NA,55.7,0.41,NA
211,"11 FACULTY COURT",2016,2016,1,7.88,NA,1899,NA,0,0,NA,0,NA,40,NA,40,0.17,NA
211,"11 FACULTY COURT",2016,2016,2,6.52,NA,1563,NA,0,0,NA,0,NA,29.4,NA,29.4,0.44,NA
211,"11 FACULTY COURT",2016,2016,3,6.14,NA,1384,NA,0,0,NA,0,NA,29.7,NA,29.7,0.35,NA
211,"11 FACULTY COURT",2016,2016,4,6.25,NA,1241,NA,0,0,NA,0,NA,11.3,NA,11.3,0.44,NA
211,"11 FACULTY COURT",2016,2016,5,10.55,NA,1787,NA,0,0,NA,0,NA,14.8,NA,14.8,0.38,NA
211,"11 FACULTY COURT",2017,2016,6,12.81,NA,2849,NA,0,0,NA,0,NA,0.8,NA,0.8,0.69,NA
211,"11 FACULTY COURT",2017,2016,7,16.49,NA,2721,NA,0,0,NA,0,NA,0,NA,0,1.07,NA
211,"11 FACULTY COURT",2017,2016,8,11.62,NA,2445,NA,0,0,NA,0,NA,0,NA,0,0.87,NA
526,"1102 SO 6TH",2007,2007,1,0,NA,3296,NA,0,0,NA,0,NA,31.4,NA,31.4,1.73,NA
526,"1102 SO 6TH",2007,2007,2,0,NA,3391,NA,0,0,NA,0,NA,32.3,NA,32.3,1.04,NA
526,"1102 SO 6TH",2007,2007,3,0,NA,2930,NA,0,0,NA,0,NA,27.1,NA,27.1,0.82,NA
526,"1102 SO 6TH",2007,2007,4,0,NA,1775,NA,0,0,NA,0,NA,14.9,NA,14.9,1.01,NA
526,"1102 SO 6TH",2007,2007,5,0,NA,1395,NA,0,0,NA,0,NA,15.1,NA,15.1,0.86,NA
526,"1102 SO 6TH",2008,2007,6,0,NA,955,NA,0,0,NA,0,NA,9.3,NA,9.3,1.14,NA
526,"1102 SO 6TH",2008,2007,7,0,NA,545,NA,0,0,NA,0,NA,8.1,NA,8.1,1.57,NA
526,"1102 SO 6TH",2008,2007,8,0,NA,529,NA,0,0,NA,0,NA,5.8,NA,5.8,1.65,NA
526,"1102 SO 6TH",2008,2007,9,0,NA,561,NA,0,0,NA,0,NA,5,NA,5,1.13,NA
526,"1102 SO 6TH",2008,2007,10,0,NA,1026,NA,0,0,NA,0,NA,10.3,NA,10.3,1.24,NA
526,"1102 SO 6TH",2008,2007,11,0,NA,3776,NA,0,0,NA,0,NA,43.9,NA,43.9,0.89,NA
526,"1102 SO 6TH",2008,2007,12,0,NA,2964,NA,0,0,NA,0,NA,30.9,NA,30.9,0.72,NA
526,"1102 SO 6TH",2008,2008,1,0,NA,2948,NA,0,0,NA,0,NA,31.5,NA,31.5,0.49,NA
526,"1102 SO 6TH",2008,2008,2,0,NA,2452,NA,0,0,NA,0,NA,27.6,NA,27.6,0.97,NA
526,"1102 SO 6TH",2008,2008,3,0,NA,1890,NA,0,0,NA,0,NA,18.7,NA,18.7,0.9,NA
526,"1102 SO 6TH",2008,2008,4,0,NA,1801,NA,0,0,NA,0,NA,22,NA,22,0.93,NA
526,"1102 SO 6TH",2008,2008,5,0,NA,953,NA,0,0,NA,0,NA,12.9,NA,12.9,0.93,NA
526,"1102 SO 6TH",2009,2008,6,0,NA,842,NA,0,0,NA,0,NA,9.6,NA,9.6,1,NA
526,"1102 SO 6TH",2009,2008,7,0,NA,721,NA,0,0,NA,0,NA,7.3,NA,7.3,1.05,NA
526,"1102 SO 6TH",2009,2008,8,0,NA,798,NA,0,0,NA,0,NA,6.6,NA,6.6,1.08,NA
526,"1102 SO 6TH",2009,2008,9,0,NA,1107,NA,0,0,NA,0,NA,8,NA,8,0.63,NA
526,"1102 SO 6TH",2009,2008,10,0,NA,1577,NA,0,0,NA,0,NA,16.7,NA,16.7,0.45,NA
526,"1102 SO 6TH",2009,2008,11,0,NA,2954,NA,0,0,NA,0,NA,20.3,NA,20.3,0.19,NA
526,"1102 SO 6TH",2009,2008,12,0,NA,4032,NA,0,0,NA,0,NA,33.2,NA,33.2,0.24,NA
526,"1102 SO 6TH",2009,2009,1,0,NA,3656,NA,0,0,NA,0,NA,24.3,NA,24.3,1.32,NA
526,"1102 SO 6TH",2009,2009,2,0,NA,3155,NA,0,0,NA,0,NA,20.7,NA,20.7,0.74,NA
526,"1102 SO 6TH",2009,2009,3,0,NA,2864,NA,0,0,NA,0,NA,22.1,NA,22.1,0.44,NA
526,"1102 SO 6TH",2009,2009,4,0,NA,2475,NA,0,0,NA,0,NA,13.8,NA,13.8,0.49,NA
526,"1102 SO 6TH",2009,2009,5,0,NA,977,NA,0,0,NA,0,NA,6.6,NA,6.6,0.35,NA
526,"1102 SO 6TH",2010,2009,6,0,NA,1497,NA,0,0,NA,0,NA,5.9,NA,5.9,0.23,NA
526,"1102 SO 6TH",2010,2009,7,0,NA,573,NA,0,0,NA,0,NA,4.3,NA,4.3,0.21,NA
526,"1102 SO 6TH",2010,2009,8,0,NA,623,NA,0,0,NA,0,NA,4.2,NA,4.2,0.15,NA
526,"1102 SO 6TH",2010,2009,9,0,NA,719,NA,0,0,NA,0,NA,6.8,NA,6.8,0.14,NA
526,"1102 SO 6TH",2010,2009,10,0,NA,3366,NA,0,0,NA,0,NA,16.4,NA,16.4,0.14,NA
526,"1102 SO 6TH",2010,2009,11,0,NA,4157,NA,0,0,NA,0,NA,23.8,NA,23.8,0.15,NA
526,"1102 SO 6TH",2010,2009,12,0,NA,4031,NA,0,0,NA,0,NA,34.5,NA,34.5,0.09,NA
526,"1102 SO 6TH",2010,2010,1,0,NA,3457,NA,0,0,NA,0,NA,27.8,NA,27.8,1.66,NA
526,"1102 SO 6TH",2010,2010,2,0,NA,2980,NA,0,0,NA,0,NA,21.5,NA,21.5,0.99,NA
526,"1102 SO 6TH",2010,2010,3,0,NA,1955,NA,0,0,NA,0,NA,19.7,NA,19.7,0.6,NA
526,"1102 SO 6TH",2010,2010,4,0,NA,1779,NA,0,0,NA,0,NA,14.7,NA,14.7,0.6,NA
526,"1102 SO 6TH",2010,2010,5,0,NA,1241,NA,0,0,NA,0,NA,11.4,NA,11.4,0.52,NA
526,"1102 SO 6TH",2011,2010,6,0,NA,836,NA,0,0,NA,0,NA,6.5,NA,6.5,0.39,NA
526,"1102 SO 6TH",2011,2010,7,0,NA,609,NA,0,0,NA,0,NA,4.8,NA,4.8,0.35,NA
526,"1102 SO 6TH",2011,2010,8,0,NA,710,NA,0,0,NA,0,NA,5.6,NA,5.6,0.45,NA
526,"1102 SO 6TH",2011,2010,9,0,NA,1158,NA,0,0,NA,0,NA,8,NA,8,0.31,NA
526,"1102 SO 6TH",2011,2010,10,0,NA,1716,NA,0,0,NA,0,NA,12.4,NA,12.4,0.54,NA
526,"1102 SO 6TH",2011,2010,11,0,NA,3076,NA,0,0,NA,0,NA,29.1,NA,29.1,0.45,NA
526,"1102 SO 6TH",2011,2010,12,0,NA,2999,NA,0,0,NA,0,NA,27.9,NA,27.9,0.51,NA
526,"1102 SO 6TH",2011,2011,1,0,NA,2899,NA,0,0,NA,0,NA,26.3,NA,26.3,0.37,NA
526,"1102 SO 6TH",2011,2011,2,0,NA,3388,NA,0,0,NA,0,NA,29.4,NA,29.4,0.58,NA
526,"1102 SO 6TH",2011,2011,3,0,NA,2235,NA,0,0,NA,0,NA,19.1,NA,19.1,0.55,NA
526,"1102 SO 6TH",2011,2011,4,0,NA,1937,NA,0,0,NA,0,NA,16.9,NA,16.9,0.54,NA
526,"1102 SO 6TH",2011,2011,5,0,NA,1341,NA,0,0,NA,0,NA,11.1,NA,11.1,0.66,NA
526,"1102 SO 6TH",2012,2011,6,0,NA,831,NA,0,0,NA,0,NA,6.6,NA,6.6,0.58,NA
526,"1102 SO 6TH",2012,2011,7,0,NA,600,NA,0,0,NA,0,NA,5.1,NA,5.1,0.52,NA
526,"1102 SO 6TH",2012,2011,8,0,NA,627,NA,0,0,NA,0,NA,5.7,NA,5.7,0.51,NA
526,"1102 SO 6TH",2012,2011,9,0,NA,784,NA,0,0,NA,0,NA,5.5,NA,5.5,0.45,NA
526,"1102 SO 6TH",2012,2011,10,0,NA,1725,NA,0,0,NA,0,NA,13.4,NA,13.4,0.46,NA
526,"1102 SO 6TH",2012,2011,11,0,NA,2967,NA,0,0,NA,0,NA,27.8,NA,27.8,0.56,NA
526,"1102 SO 6TH",2012,2011,12,0,NA,2857,NA,0,0,NA,0,NA,27.9,NA,27.9,0.4,NA
526,"1102 SO 6TH",2012,2012,1,0,NA,2694,NA,0,0,NA,0,NA,26.8,NA,26.8,0.37,NA
526,"1102 SO 6TH",2012,2012,2,0,NA,2748,NA,0,0,NA,0,NA,30.1,NA,30.1,0.37,NA
526,"1102 SO 6TH",2012,2012,3,0,NA,1690,NA,0,0,NA,0,NA,16.2,NA,16.2,0.24,NA
526,"1102 SO 6TH",2012,2012,4,0,NA,1177,NA,0,0,NA,0,NA,12.7,NA,12.7,0.26,NA
526,"1102 SO 6TH",2012,2012,5,0,NA,1118,NA,0,0,NA,0,NA,10.5,NA,10.5,0.24,NA
526,"1102 SO 6TH",2013,2012,6,0,NA,603,NA,0,0,NA,0,NA,6,NA,6,0.23,NA
526,"1102 SO 6TH",2013,2012,7,0,NA,508,NA,0,0,NA,0,NA,4.7,NA,4.7,0.26,NA
526,"1102 SO 6TH",2013,2012,8,0,NA,463,NA,0,0,NA,0,NA,4.6,NA,4.6,0.21,NA
526,"1102 SO 6TH",2013,2012,9,0,NA,665,NA,0,0,NA,0,NA,5.4,NA,5.4,0.24,NA
526,"1102 SO 6TH",2013,2012,10,0,NA,2002,NA,0,0,NA,0,NA,15.6,NA,15.6,0.32,NA
526,"1102 SO 6TH",2013,2012,11,0,NA,2578,NA,0,0,NA,0,NA,22.6,NA,22.6,0.46,NA
526,"1102 SO 6TH",2013,2012,12,0,NA,3216,NA,0,0,NA,0,NA,32.5,NA,32.5,0.48,NA
526,"1102 SO 6TH",2013,2013,1,0,NA,4198,NA,0,0,NA,0,NA,29.4,NA,29.4,0.73,NA
526,"1102 SO 6TH",2013,2013,2,0,NA,3367,NA,0,0,NA,0,NA,25.5,NA,25.5,0.87,NA
526,"1102 SO 6TH",2013,2013,3,0,NA,2165,NA,0,0,NA,0,NA,18.7,NA,18.7,0.64,NA
526,"1102 SO 6TH",2013,2013,4,0,NA,1837,NA,0,0,NA,0,NA,17,NA,17,0.67,NA
526,"1102 SO 6TH",2013,2013,5,0,NA,1030,NA,0,0,NA,0,NA,9.5,NA,9.5,0.54,NA
526,"1102 SO 6TH",2014,2013,6,0,NA,497,NA,0,0,NA,0,NA,5.9,NA,5.9,0.43,NA
526,"1102 SO 6TH",2014,2013,7,0,NA,518,NA,0,0,NA,0,NA,4.8,NA,4.8,0.38,NA
526,"1102 SO 6TH",2014,2013,8,0,NA,615,NA,0,0,NA,0,NA,5.3,NA,5.3,0.33,NA
526,"1102 SO 6TH",2014,2013,9,0,NA,1149,NA,0,0,NA,0,NA,10.8,NA,10.8,0.34,NA
526,"1102 SO 6TH",2014,2013,10,0,NA,1821,NA,0,0,NA,0,NA,18.9,NA,18.9,0.52,NA
526,"1102 SO 6TH",2014,2013,11,0,NA,2665,NA,0,0,NA,0,NA,26.1,NA,26.1,0.36,NA
526,"1102 SO 6TH",2014,2013,12,0,NA,3501,NA,0,0,NA,0,NA,36.9,NA,36.9,0.45,NA
526,"1102 SO 6TH",2014,2014,1,0,NA,2917,NA,0,0,NA,0,NA,29.6,NA,29.6,0.48,NA
526,"1102 SO 6TH",2014,2014,2,0,NA,3146,NA,0,0,NA,0,NA,32.3,NA,32.3,0.8,NA
526,"1102 SO 6TH",2014,2014,3,0,NA,2069,NA,0,0,NA,0,NA,22,NA,22,0.55,NA
526,"1102 SO 6TH",2014,2014,4,0,NA,1431,NA,0,0,NA,0,NA,16.6,NA,16.6,0.62,NA
526,"1102 SO 6TH",2014,2014,5,0,NA,944,NA,0,0,NA,0,NA,9.8,NA,9.8,0.66,NA
526,"1102 SO 6TH",2015,2014,6,0,NA,538,NA,0,0,NA,0,NA,6.3,NA,6.3,0.56,NA
526,"1102 SO 6TH",2015,2014,7,0,NA,604,NA,0,0,NA,0,NA,5.9,NA,5.9,0.53,NA
526,"1102 SO 6TH",2015,2014,8,0,NA,610,NA,0,0,NA,0,NA,6.1,NA,6.1,0.56,NA
526,"1102 SO 6TH",2015,2014,9,0,NA,1019,NA,0,0,NA,0,NA,9.3,NA,9.3,0.65,NA
526,"1102 SO 6TH",2015,2014,10,0,NA,1356,NA,0,0,NA,0,NA,13.3,NA,13.3,0.72,NA
526,"1102 SO 6TH",2015,2014,11,0,NA,2870,NA,0,0,NA,0,NA,29.1,NA,29.1,0.88,NA
526,"1102 SO 6TH",2015,2014,12,0,NA,3516,NA,0,0,NA,0,NA,32.6,NA,32.6,0.73,NA
526,"1102 SO 6TH",2015,2015,1,0,NA,2521,NA,0,0,NA,0,NA,26.1,NA,26.1,0.84,NA
526,"1102 SO 6TH",2015,2015,2,0,NA,2482,NA,0,0,NA,0,NA,26.1,NA,26.1,0.85,NA
526,"1102 SO 6TH",2015,2015,3,0,NA,1832,NA,0,0,NA,0,NA,17.7,NA,17.7,0.85,NA
526,"1102 SO 6TH",2015,2015,4,0,NA,1256,NA,0,0,NA,0,NA,13.9,NA,13.9,0.96,NA
526,"1102 SO 6TH",2015,2015,5,0,NA,1016,NA,0,0,NA,0,NA,10.8,NA,10.8,0.67,NA
526,"1102 SO 6TH",2016,2015,6,0,NA,733,NA,0,0,NA,0,NA,6.4,NA,6.4,0.56,NA
526,"1102 SO 6TH",2016,2015,7,0,NA,750,NA,0,0,NA,0,NA,5.9,NA,5.9,0.57,NA
526,"1102 SO 6TH",2016,2015,8,0,NA,716,NA,0,0,NA,0,NA,5.7,NA,5.7,0.73,NA
