"Bldg No","Building Name","FISCYR","ACCTYR","ACCTMO","KW QTY","KW EST","KWH QTY","KWH EST","STEAM DKT","STEAM LBS","STEAM EST","TIER2 DKT","TIER2 EST","FIRM GAS DKT","FIRM GAS EST","TOTAL GAS  DKT","WATER MCF","WATER EST"
81,"METER ELECTRICITY BLDG BAL(RE)",2007,2007,2,-1338.21,NA,158745,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2007,2007,3,-1233.76,NA,582946,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2007,2007,4,-1335.61,NA,292787,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2007,2007,5,-1172.63,NA,-318262,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,6,-1295.26,NA,333323,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,7,-1050.24,NA,367642,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,8,-1176.91,NA,-253549,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,9,-1443.42,NA,351500,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,10,-1870.25,NA,-296109,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,11,-1311.79,NA,427891,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2007,12,-940.66,NA,470034,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2008,1,-812.59,NA,-127012,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2008,2,-1226.58,NA,284258,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2008,3,-1197,NA,411420,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2008,4,-1406.58,NA,515591,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2008,2008,5,-1422.36,NA,-419655,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,6,-686.34,NA,409092,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,7,-1510.34,NA,-181287,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,8,-1229.37,NA,184057,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,9,-1554.27,NA,574447,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,10,-1622.73,NA,-400364,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,11,-1227.39,NA,455668,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2008,12,-1310.42,NA,-183461,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2009,1,-1368.02,NA,512298,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2009,2,-1385.95,NA,75282,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2009,3,-1176.61,NA,585230,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2009,4,-1319.84,NA,-516216,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2009,2009,5,-2038.99,NA,477901,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,6,-1688.71,NA,436379,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,7,-1664.89,NA,-482173,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,8,-1461.83,NA,-93830,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,9,-1450.6,NA,104437,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,10,-1597.29,NA,312440,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,11,-1435.36,NA,72943,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2009,12,-1095.49,NA,132052,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2010,1,-960.43,NA,70817,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2010,2,-1093.56,NA,498067,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2010,3,-1343.23,NA,-35462,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2010,4,-1453.92,NA,35383,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2010,2010,5,-2408.88,NA,540744,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,6,-1571.81,NA,-161575,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,7,-1385.74,NA,267627,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,8,-1522.9,NA,11052,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,9,-1598.8,NA,125219,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,10,-1925.19,NA,358963,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,11,-1771.41,NA,-107169,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2010,12,-1007.59,NA,-151744,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2011,1,-1423.57,NA,444589,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2011,2,-1122.82,NA,182518,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2011,3,-1238.5,NA,154771,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2011,4,-1142.79,NA,241716,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2011,2011,5,-1520.44,NA,-14662,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,6,-1088.42,NA,91624,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,7,-1054.95,NA,259787,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,8,-1141.14,NA,-89308,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,9,-1839.93,NA,-73949,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,10,-2013.47,NA,-10547,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,11,-1257.81,NA,120591,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2011,12,-1372.56,NA,267133,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2012,1,-1701.26,NA,1985,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2012,2,-1647.08,NA,39386,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2012,3,-1995.18,NA,154440,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2012,4,-1783.71,NA,-131846,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2012,2012,5,-2138.14,NA,-2488,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,6,-1579.59,NA,21491,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,7,-1276.11,NA,38390,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,8,-1453.54,NA,184961,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,9,-1553.11,NA,454663,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,10,-1971.28,NA,65608,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,11,-1390.46,NA,220412,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2012,12,-1107.31,NA,334344,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2013,1,-1308.49,NA,689111,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2013,2,-1214.76,NA,760405,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2013,3,-1392.26,NA,492654,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2013,4,-1648.18,NA,-84668,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2013,2013,5,-2039.98,NA,-222181,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,6,-1317.39,NA,357969,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,7,-1272.71,NA,-63101,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,8,-1869.08,NA,177161,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,9,-2209.34,NA,30989,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,10,-2001.27,NA,224753,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,11,-2534.04,NA,393134,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2013,12,-1343.38,NA,-128140,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2014,1,-1599.51,NA,156689,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2014,2,-1035.69,NA,119010,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2014,3,-1399.32,NA,170364,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2014,4,-1517.78,NA,71738,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2014,2014,5,-1596.97,NA,249988,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,6,-1610.5,NA,100998,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,7,-1222.54,NA,125313,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,8,-1675.06,NA,311943,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,9,-1888.8,NA,-49670,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,10,-2040.43,NA,168763,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,11,-2679.46,NA,92577,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2014,12,-1672.69,NA,285860,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2015,1,-1303.99,NA,283209,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2015,2,-1479.15,NA,161205,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2015,3,-1997.06,NA,39459,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2015,4,-2039.93,NA,274944,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2015,2015,5,-1701.71,NA,181792,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,6,-1597.29,NA,-30290,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,7,-1342.71,NA,81457,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,8,-1811.76,NA,141423,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,9,-1954.85,NA,179473,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,10,-2259.29,NA,183071,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,11,-2174.74,NA,77141,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2015,12,-1014.14,NA,181368,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2016,1,-1414.08,NA,385033,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2016,2,-1466.21,NA,-8143,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2016,3,-1236.78,NA,189269,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2016,4,-1931.55,NA,263383,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2016,2016,5,-1371.4,NA,43197,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2017,2016,6,-1385.79,NA,191215,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2017,2016,7,-857.34,NA,286839,NA,0,0,NA,0,NA,0,NA,0,0,NA
81,"METER ELECTRICITY BLDG BAL(RE)",2017,2016,8,-998.71,NA,98234,NA,0,0,NA,0,NA,0,NA,0,0,NA
4,"METER FIRE HYDRANTS",2012,2011,7,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,809.21,NA
82,"METER FIRM GAS BLDG BAL(RG)",2007,2007,1,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2007,2007,2,0,NA,0,NA,0,0,NA,NA,NA,-0.3,NA,-0.4,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2007,2007,3,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2007,2007,4,0,NA,0,NA,0,0,NA,NA,NA,0.2,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2007,2007,5,0,NA,0,NA,0,0,NA,NA,NA,-0.2,NA,-0.3,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,6,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,7,0,NA,0,NA,0,0,NA,NA,NA,-0.4,NA,-0.6,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,8,0,NA,0,NA,0,0,NA,NA,NA,-0.3,NA,-0.4,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,9,0,NA,0,NA,0,0,NA,0,NA,-0.5,NA,-0.5,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,10,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,11,0,NA,0,NA,0,0,NA,NA,NA,-0.1,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2007,12,0,NA,0,NA,0,0,NA,NA,NA,-0.3,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2008,1,0,NA,0,NA,0,0,NA,NA,NA,-0.1,NA,-0.3,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2008,2,0,NA,0,NA,0,0,NA,NA,NA,0.1,NA,0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2008,3,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2008,4,0,NA,0,NA,0,0,NA,NA,NA,-0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2008,2008,5,0,NA,0,NA,0,0,NA,NA,NA,-0.4,NA,-0.3,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,6,0,NA,0,NA,0,0,NA,NA,NA,-0.3,NA,-0.4,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,7,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,8,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,9,0,NA,0,NA,0,0,NA,NA,NA,-0.1,NA,0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,10,0,NA,0,NA,0,0,NA,NA,NA,0,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,11,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2008,12,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2009,1,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2009,2,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2009,3,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2009,4,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2009,2009,5,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,6,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,7,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,8,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,9,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,10,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,11,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2009,12,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2010,1,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2010,2,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2010,3,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2010,4,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2010,2010,5,0,NA,0,NA,0,0,NA,0,NA,-0.4,NA,-0.4,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,6,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,7,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,8,0,NA,0,NA,0,0,NA,0,NA,-0.3,NA,-0.3,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,9,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,10,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,11,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2010,12,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2011,1,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2011,2,0,NA,0,NA,0,0,NA,0,NA,0.2,NA,0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2011,3,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2011,4,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2011,2011,5,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,6,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,7,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,8,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,9,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,10,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,11,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2011,12,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2012,1,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2012,2,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2012,3,0,NA,0,NA,0,0,NA,0,NA,0.1,NA,0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2012,4,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2012,2012,5,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,6,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,7,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,8,0,NA,0,NA,0,0,NA,0,NA,-0.2,NA,-0.2,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,9,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,10,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,11,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2012,12,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2013,1,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2013,3,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2013,4,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2013,2013,5,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
82,"METER FIRM GAS BLDG BAL(RG)",2014,2013,6,0,NA,0,NA,0,0,NA,0,NA,-0.1,NA,-0.1,0,NA
